date,prefecture,rainfall,snowfall,wind_max,rainfall_max1h,wind_max_inst,wind_avg,temperature_high,temperature_low,temperature_avg,snowfall_max,humidity_avg,daylight_hr,weather_daytime,weather_nighttime
1/8/2017,Hiroshima-ken,13,0,7.4,1.5,9.6,3.4,10.5,6.7,8.3,0,83,0.2,rainy,crowdy
1/9/2017,Hiroshima-ken,1,0,6.9,1,9.8,2.2,11.7,6.4,8.4,0,77,2.2,crowdy,crowdy
1/10/2017,Hiroshima-ken,0,0,7.9,0,10.8,3.2,14,3.7,7.5,0,60,9.1,sunny,sunny
1/11/2017,Hiroshima-ken,0,0,6.7,0,9.4,2.5,9.8,3,5.7,0,51,7.1,sunny,sunny
1/12/2017,Hiroshima-ken,0,0,6.2,0,9.3,2.5,9.6,2.9,6.3,0,54,3.9,sunny,crowdy
1/13/2017,Hiroshima-ken,4,0,8.4,2,14.9,3.3,7.7,1.5,5.5,0,52,1.7,crowdy,sunny
1/14/2017,Hiroshima-ken,0.5,0,7.9,0.5,12.6,3.6,5.2,-1.7,1.7,0,66,4,snowy,snowy
1/15/2017,Hiroshima-ken,11.5,19,4.6,3,7.6,1.5,3.5,-1.6,0.7,19,83,2.7,rainy,sunny
1/16/2017,Hiroshima-ken,0.5,1,5.4,0.5,8.5,2.1,6.2,-0.6,2.2,5,80,5,sunny,sunny
1/17/2017,Hiroshima-ken,0,0,6.3,0,7.4,3,8.4,-0.4,3.6,0,74,5.6,sunny,crowdy
1/18/2017,Hiroshima-ken,0,0,7.2,0,8.9,4.1,11,0.9,5.1,0,69,7.9,crowdy,crowdy
1/19/2017,Hiroshima-ken,0,0,6,0,8.2,3.5,11.9,3,6.6,0,63,5.1,crowdy,crowdy
1/20/2017,Hiroshima-ken,5.5,0,10.6,2,17.2,3.6,9.6,1.4,4,0,75,3.6,sunny,snowy
1/21/2017,Hiroshima-ken,1.5,0,5,1,6.3,1.6,8.1,1.3,4.2,0,75,4.2,sunny,crowdy
1/22/2017,Hiroshima-ken,0,0,9.4,0,13.6,3.5,8.6,1.9,4.7,0,61,3.9,crowdy,crowdy
1/23/2017,Hiroshima-ken,0,0,8.5,0,12.2,2.7,5.7,0,2.3,0,55,7.4,sunny,sunny
1/24/2017,Hiroshima-ken,0,0,7.6,0,12.3,2.3,6.9,-0.8,2.1,0,65,6,sunny,crowdy
1/25/2017,Hiroshima-ken,0,0,5.4,0,7.3,2.6,8.6,1.4,4.1,0,64,5.2,sunny,sunny
1/26/2017,Hiroshima-ken,0,0,7.1,0,8.8,3.7,9.9,-0.4,4.2,0,59,9.9,sunny,sunny
1/27/2017,Hiroshima-ken,0,0,8.4,0,11.2,3.4,12.1,1,6.4,0,69,2.9,crowdy,sunny
1/28/2017,Hiroshima-ken,0,0,7.5,0,9.3,3.9,12.9,1.5,6.4,0,59,9.8,sunny,sunny
1/29/2017,Hiroshima-ken,13.5,0,7.3,4.5,9.8,3.6,7.3,3.1,5.6,0,79,0.1,crowdy,crowdy
1/30/2017,Hiroshima-ken,1,0,10.5,1,15.7,4.3,13.6,5.2,8.1,0,69,2.1,crowdy,crowdy
1/31/2017,Hiroshima-ken,0,0,5.7,0,8.9,3.4,10,2.8,5.7,0,50,8.7,sunny,sunny
2/1/2017,Hiroshima-ken,0,0,9,0,12,3.6,11.2,1.3,5.1,0,58,3.1,crowdy,sunny
2/2/2017,Hiroshima-ken,0,0,6.8,0,10.2,2.3,12.2,1.1,5.9,0,51,8.3,sunny,sunny
2/3/2017,Hiroshima-ken,0,0,6,0,7.6,3,13.3,0.8,6.4,0,56,10,sunny,sunny
2/4/2017,Hiroshima-ken,0,0,7.7,0,9.3,3.5,12.5,2.2,7.2,0,61,6.7,sunny,crowdy
2/5/2017,Hiroshima-ken,15.5,0,6.1,4.5,8.4,2.3,9.9,6.2,7.7,0,84,0,rainy,rainy
2/6/2017,Hiroshima-ken,2,0,8.7,1,12.7,3.6,10.4,3.8,6.3,0,65,3.5,rainy,rainy
2/7/2017,Hiroshima-ken,0,0,7.2,0,11,2.4,9.5,3,5.3,0,68,2.8,crowdy,crowdy
2/8/2017,Hiroshima-ken,0,0,6.5,0,7.5,2.8,8.6,0.8,4.7,0,65,2.6,sunny,rainy
2/9/2017,Hiroshima-ken,4,0,8.2,1.5,12.2,3.4,10.3,2.4,5.4,0,66,2.7,crowdy,crowdy
2/10/2017,Hiroshima-ken,0,0,7.4,0,10,2.7,5.3,-0.2,2.1,0,59,5.1,crowdy,sunny
2/11/2017,Hiroshima-ken,0,0,8.9,0,12.7,2.8,6.5,-1.2,1.7,0,63,6.4,sunny,sunny
2/12/2017,Hiroshima-ken,0,0,5.9,0,8.7,2.4,8.4,-0.5,2.9,0,66,6,sunny,sunny
2/13/2017,Hiroshima-ken,0,0,8.7,0,12.8,3.1,11.7,0,4.8,0,57,8.6,sunny,sunny
2/14/2017,Hiroshima-ken,1,0,8.3,0.5,11.8,3.2,9.3,1.4,4.1,0,72,3.8,crowdy,sunny
2/15/2017,Hiroshima-ken,0,0,5.7,0,7.8,3.2,10.8,0.2,5.2,0,63,10.4,sunny,sunny
2/16/2017,Hiroshima-ken,0,0,6.8,0,8.9,3.6,15,1.1,7.6,0,65,10,sunny,crowdy
2/17/2017,Hiroshima-ken,3,0,8.1,2,10.5,2.6,15,6.9,10.3,0,79,1.1,rainy,sunny
2/18/2017,Hiroshima-ken,0,0,12.4,0,17.1,4.3,14.5,5.8,8.9,0,53,7.7,crowdy,crowdy
2/19/2017,Hiroshima-ken,0,0,7.7,0,12.9,3.1,11.3,3.4,7.3,0,56,10.4,sunny,sunny
2/20/2017,Hiroshima-ken,11.5,0,10.2,6.5,17.1,3.5,12.8,5.2,8.7,0,66,0.4,rainy,crowdy
2/21/2017,Hiroshima-ken,0,0,9.3,0,14.2,4.7,10.8,3.3,6.1,0,43,8.6,sunny,sunny
2/22/2017,Hiroshima-ken,17,0,5.5,3.5,7.5,2.7,9.8,0.8,4.9,0,68,2.2,crowdy,rainy
2/23/2017,Hiroshima-ken,12,0,9.2,6,12.7,3.6,13.4,5.9,8.9,0,75,2,crowdy,crowdy
2/24/2017,Hiroshima-ken,0,0,5.4,0,8.2,2.7,10.6,4,6.4,0,54,5.4,crowdy,sunny
2/25/2017,Hiroshima-ken,0,0,4.8,0,7.3,2.7,11.3,0.9,5.9,0,54,9.7,sunny,sunny
2/26/2017,Hiroshima-ken,0,0,6.3,0,8.4,3.3,11.7,1.6,6.5,0,56,1.6,crowdy,sunny
2/27/2017,Hiroshima-ken,0,0,5.8,0,9.1,3.7,14.3,2.9,7.6,0,53,8.5,sunny,sunny
2/28/2017,Hiroshima-ken,0,0,6.6,0,8.2,3.6,14.7,1.8,6.8,0,50,11,sunny,sunny
3/1/2017,Hiroshima-ken,0,0,6.8,0,8.8,3.5,12.4,2.6,6.8,0,56,2.1,crowdy,sunny
3/2/2017,Hiroshima-ken,12.5,0,6.7,4,10,2.6,10.4,4.1,6.5,0,79,0.3,rainy,sunny
3/3/2017,Hiroshima-ken,0,0,6.1,0,7.7,2.6,13.1,4.3,7.7,0,69,3.9,sunny,sunny
3/4/2017,Hiroshima-ken,0,0,6.2,0,8.6,3.4,15.3,4.2,9.2,0,57,8.1,crowdy,sunny
3/5/2017,Hiroshima-ken,0,0,7.1,0,8.8,3.5,12.6,4.6,8.5,0,66,3.1,crowdy,crowdy
3/6/2017,Hiroshima-ken,0,0,10.6,0,15.3,3.7,14.3,5.2,8.3,0,58,4.8,crowdy,sunny
3/7/2017,Hiroshima-ken,0,0,10.7,0,14.2,3.7,9.6,2,6,0,49,6.6,sunny,sunny
3/8/2017,Hiroshima-ken,0,0,7.6,0,11,3.1,8.8,1.6,4.7,0,53,2.8,sunny,sunny
3/9/2017,Hiroshima-ken,0,0,8.2,0,12.7,3,11.7,1.5,6.2,0,54,6.6,sunny,sunny
3/10/2017,Hiroshima-ken,0,0,9.5,0,12,3.9,16.3,3.6,9.2,0,42,11,sunny,sunny
3/11/2017,Hiroshima-ken,0,0,5.8,0,8.2,3.3,16.2,2.1,8.5,0,45,10.9,sunny,sunny
3/12/2017,Hiroshima-ken,0,0,6.7,0,8.3,3.4,15.9,2.7,9.3,0,42,11.2,sunny,crowdy
3/13/2017,Hiroshima-ken,0,0,7.1,0,9.9,3.1,14,7.6,10.4,0,54,0.5,crowdy,crowdy
3/14/2017,Hiroshima-ken,0,0,8.2,0,11.9,5.3,14.3,5.7,9.5,0,48,5.7,sunny,crowdy
3/15/2017,Hiroshima-ken,0,0,11.4,0,17.9,4.8,11.7,4.2,7.1,0,57,6.6,crowdy,sunny
3/16/2017,Hiroshima-ken,0,0,6,0,8.5,3.2,14.2,3.5,8.4,0,53,7.4,sunny,crowdy
3/17/2017,Hiroshima-ken,0,0,6.6,0,8.2,3.9,15,3,9.1,0,46,10.1,sunny,sunny
3/18/2017,Hiroshima-ken,0,0,7,0,9,3.3,14.1,3.8,9.2,0,49,4.4,crowdy,sunny
3/19/2017,Hiroshima-ken,0,0,8.2,0,9.8,4,18.3,4.2,11.1,0,39,11,sunny,sunny
3/20/2017,Hiroshima-ken,8.5,0,7,3,8.8,3.9,17.2,6.2,10.9,0,49,5.1,sunny,rainy
3/21/2017,Hiroshima-ken,9.5,0,9.1,3,13.5,3.8,14,7.5,9.7,0,70,1.8,rainy,sunny
3/22/2017,Hiroshima-ken,0,0,5.8,0,8.8,2.9,13.8,4.2,9.3,0,50,10.3,crowdy,crowdy
3/23/2017,Hiroshima-ken,0,0,6.2,0,8.2,3.3,14.6,6.7,10.1,0,53,3.5,crowdy,sunny
3/24/2017,Hiroshima-ken,0,0,9.6,0,14.5,4.5,15.2,5.9,9.8,0,42,9,crowdy,crowdy
3/25/2017,Hiroshima-ken,0,0,6.4,0,9.1,3.3,12.2,5.9,8.6,0,44,3.8,crowdy,crowdy
3/26/2017,Hiroshima-ken,0,0,7,0,9.6,3.2,15.8,5.9,10,0,55,7.2,crowdy,crowdy
3/27/2017,Hiroshima-ken,2,0,5.4,1,8.5,2.7,12.3,6.4,9,0,62,2.8,crowdy,crowdy
3/28/2017,Hiroshima-ken,0,0,6.4,0.5,8.7,2.5,14.6,4.2,9,0,61,7.8,sunny,crowdy
3/29/2017,Hiroshima-ken,0.5,0,6,0.5,8.3,2.7,13.9,7.1,10.5,0,52,1,crowdy,crowdy
3/30/2017,Hiroshima-ken,0,0,7.1,0.5,10.5,3.2,19.5,8.5,13.6,0,64,8.9,crowdy,sunny
3/31/2017,Hiroshima-ken,22.5,0,7.7,6,11.5,4.7,13.2,4.2,7.9,0,71,0,rainy,crowdy
4/1/2017,Hiroshima-ken,0,0,6.8,0,8.9,3.4,15.8,5.2,9.7,0,59,7.9,sunny,sunny
4/2/2017,Hiroshima-ken,0,0,7.1,0,9.6,3.5,13.5,5.9,9,0,65,4.6,crowdy,sunny
4/3/2017,Hiroshima-ken,0,0,5.9,0,7.8,3.2,17.9,3.6,10.9,0,55,12.1,sunny,sunny
4/4/2017,Hiroshima-ken,0,0,8,0,9.7,3.4,20.6,5.8,13.4,0,42,11.1,sunny,crowdy
4/5/2017,Hiroshima-ken,0,0,5.1,0,7.7,2.6,19.6,10.1,14.6,0,52,1.1,crowdy,crowdy
4/6/2017,Hiroshima-ken,30,0,9,9.5,14.5,3.3,18.1,12.8,15.4,0,74,0.1,crowdy,rainy
4/7/2017,Hiroshima-ken,11,0,9.2,9,14.5,1.9,18.9,15.2,16.7,0,93,0,rainy,crowdy
4/8/2017,Hiroshima-ken,0.5,0,3,0.5,3.4,1,18.7,16.7,17.7,0,92,0,crowdy,crowdy
4/9/2017,Hiroshima-ken,0,0,9.1,0,13.4,4.4,21.1,12.5,17.4,0,68,1.4,crowdy,crowdy
4/10/2017,Hiroshima-ken,2,0,6.7,1.5,9.5,3.5,14.5,10.4,12.7,0,51,0,crowdy,rainy
4/11/2017,Hiroshima-ken,11,0,7,2.5,9.9,3,15.1,11.7,13.4,0,82,0,rainy,sunny
4/12/2017,Hiroshima-ken,0,0,8.3,0,12.1,3.6,20,8.8,13.6,0,54,6.7,crowdy,crowdy
4/13/2017,Hiroshima-ken,0,0,5.3,0,8.1,3.1,21.1,5.7,13.7,0,47,11.9,sunny,sunny
4/14/2017,Hiroshima-ken,0,0,8.6,0,13.4,3.8,23,8.8,16.1,0,46,12.1,sunny,sunny
4/15/2017,Hiroshima-ken,10,0,7.1,6,11.5,3.2,23.9,12.9,17.2,0,67,5.3,crowdy,crowdy
4/16/2017,Hiroshima-ken,0,0,5.7,0,7.6,2.3,24.3,14.3,19.1,0,72,11.8,sunny,sunny
4/17/2017,Hiroshima-ken,93.5,0,10.3,14,15.2,3.8,20.1,16,17.5,0,86,0,rainy,rainy
4/18/2017,Hiroshima-ken,0,0,8.4,0,11.7,4.2,21.7,15.5,18,0,56,6.8,crowdy,sunny
4/19/2017,Hiroshima-ken,0,0,9.1,0,12.1,4.7,22.6,12.4,17.6,0,33,12.3,sunny,sunny
4/20/2017,Hiroshima-ken,0,0,6.3,0,8.8,2.9,18.3,9.9,14.9,0,45,1,crowdy,crowdy
4/21/2017,Hiroshima-ken,0,0,6.8,0,10,3.1,20.2,13.6,16.8,0,58,5.5,sunny,crowdy
4/22/2017,Hiroshima-ken,0,0,8.7,0,12.3,4.3,22.7,12.8,16.9,0,34,9.6,sunny,sunny
4/23/2017,Hiroshima-ken,0,0,6.8,0,7.9,3.4,20.6,8.4,14.8,0,36,12.8,sunny,sunny
4/24/2017,Hiroshima-ken,0,0,6.6,0,9.4,3.4,23.3,9.5,16.7,0,48,12.2,sunny,crowdy
4/25/2017,Hiroshima-ken,0,0,7.4,0,9.7,2.8,23.3,14.1,18.6,0,61,4.5,crowdy,crowdy
4/26/2017,Hiroshima-ken,34,0,5,11.5,6.8,1.8,19,15.1,15.9,0,86,0,rainy,crowdy
4/27/2017,Hiroshima-ken,0,0,6.5,0,8.8,3.6,19.7,12.1,15.8,0,52,7.6,crowdy,crowdy
4/28/2017,Hiroshima-ken,0,0,7.9,0,10.5,4.2,21.2,8.2,15.5,0,47,12.5,sunny,sunny
4/29/2017,Hiroshima-ken,0,0,9.5,0,14,4,24.8,13.9,18.9,0,36,11.2,sunny,sunny
4/30/2017,Hiroshima-ken,0,0,8.4,0,14.4,3.7,27,10.1,18.9,0,42,12.3,sunny,sunny
5/1/2017,Hiroshima-ken,0,0,6.4,0,9.7,3.4,25.2,15.9,20.7,0,46,10.4,sunny,sunny
5/2/2017,Hiroshima-ken,0,0,7.4,0,9.7,3.6,23.6,12.1,18.1,0,40,11.9,sunny,crowdy
5/3/2017,Hiroshima-ken,0,0,5.7,0,7.8,3,25.2,14.3,19.4,0,46,8,crowdy,sunny
5/4/2017,Hiroshima-ken,0,0,6,0,8.3,3.2,25.5,16.2,21,0,52,11.5,sunny,crowdy
5/5/2017,Hiroshima-ken,0,0,7.2,0,10,3.5,26.8,19,22.3,0,59,9.1,sunny,sunny
5/6/2017,Hiroshima-ken,1,0,5.5,0.5,8.8,2.8,25.1,19.4,21.2,0,74,3.9,crowdy,crowdy
5/7/2017,Hiroshima-ken,0,0,8.8,0,12.3,3.4,26.8,18.2,21.8,0,34,10.1,sunny,sunny
5/8/2017,Hiroshima-ken,0,0,5.8,0,9,2.6,25.3,14.3,20.8,0,42,8.6,crowdy,crowdy
5/9/2017,Hiroshima-ken,15,0,6.5,4.5,8.2,2.4,20.3,14.6,17.4,0,70,0,rainy,rainy
5/10/2017,Hiroshima-ken,1,0,8.1,0.5,11.7,3.4,21.3,14.7,17.5,0,75,0.3,crowdy,sunny
5/11/2017,Hiroshima-ken,0,0,8.8,0,13.8,4.5,27.1,16.6,21.2,0,57,10.8,sunny,crowdy
5/12/2017,Hiroshima-ken,14,0,6,4,8.8,2.4,24,16.4,19.7,0,72,0.8,crowdy,rainy
5/13/2017,Hiroshima-ken,5,0,6,2,8.4,2.9,23.1,15.9,19.2,0,75,7.1,crowdy,sunny
5/14/2017,Hiroshima-ken,0,0,6.7,0,9.9,3.1,26.8,16.9,21.5,0,52,12,sunny,crowdy
5/15/2017,Hiroshima-ken,0,0,5.2,0,8.8,3,24.1,15.1,19.5,0,44,9,crowdy,crowdy
5/16/2017,Hiroshima-ken,0,0,6.3,0,8.2,3.1,21.7,13.5,17.7,0,50,3.2,crowdy,crowdy
5/17/2017,Hiroshima-ken,0,0,4.7,0,6.4,2.8,21.9,14.6,18.2,0,55,3.8,sunny,sunny
5/18/2017,Hiroshima-ken,0,0,5.7,0,7.8,3.4,24.8,13.4,19.4,0,53,13.1,sunny,sunny
5/19/2017,Hiroshima-ken,0,0,6.3,0,8.1,3.2,26.2,13.8,20.8,0,48,13.2,sunny,sunny
5/20/2017,Hiroshima-ken,0,0,4.8,0,6.6,2.9,27.4,15.8,22.1,0,53,12.4,sunny,crowdy
5/21/2017,Hiroshima-ken,0,0,6.2,0,9,3.1,27.3,17.7,22.1,0,54,9.6,crowdy,crowdy
5/22/2017,Hiroshima-ken,0,0,5.8,0,7.8,3.1,28.8,16.6,22.5,0,54,13.2,sunny,sunny
5/23/2017,Hiroshima-ken,0,0,5.7,0,8.8,3.2,27.4,17.2,22.6,0,55,10.9,sunny,crowdy
5/24/2017,Hiroshima-ken,12,0,4,3,5.6,1.9,22.4,19.3,20.3,0,86,0,rainy,rainy
5/25/2017,Hiroshima-ken,2.5,0,5.3,3,7.1,2.2,25.9,19.2,21.9,0,73,5.9,crowdy,crowdy
5/26/2017,Hiroshima-ken,0,0,9,0,12.5,3.4,25.5,15.6,20.4,0,56,7.6,sunny,sunny
5/27/2017,Hiroshima-ken,0,0,6.2,0,8.5,3.2,24.2,12.6,18.5,0,52,11.1,sunny,sunny
5/28/2017,Hiroshima-ken,0,0,6.1,0,8.1,3.3,25.9,13.7,20.4,0,49,13.1,sunny,sunny
5/29/2017,Hiroshima-ken,0,0,6.2,0,7.8,2.4,27.6,16.7,22.6,0,51,12.9,sunny,sunny
5/30/2017,Hiroshima-ken,0,0,5.3,0,6.4,2.5,29.8,18.2,24.1,0,54,12,crowdy,crowdy
5/31/2017,Hiroshima-ken,0,0,5.9,0,9.2,2.7,25.9,19.5,22.8,0,64,1.1,crowdy,crowdy
1/1/2016,Hokkaido,1,2,7.1,1,12.5,3.5,0.2,-2.6,-1.1,27,59,2,snowy,crowdy
1/2/2016,Hokkaido,3.5,0,6.5,1,11.2,2.6,4,-0.7,1.6,25,75,1.3,snowy,crowdy
1/3/2016,Hokkaido,0,0,6.7,0,10.8,2.3,2.2,-1.8,0.3,21,52,3.7,crowdy,crowdy
1/4/2016,Hokkaido,0,0,5.2,0,9.4,2.3,-0.2,-3.8,-1.7,21,57,1.6,crowdy,sunny
1/5/2016,Hokkaido,0.5,2,6.8,0.5,11.9,2.8,-2.4,-5.4,-3.9,23,61,2,crowdy,crowdy
1/6/2016,Hokkaido,1.5,5,6.4,1,11.3,2.4,-0.4,-4,-2.3,27,66,2.4,snowy,crowdy
1/7/2016,Hokkaido,0,0,6.9,0,11.3,3,-1.2,-3.5,-2.7,25,58,2.6,sunny,crowdy
1/8/2016,Hokkaido,0.5,1,5,0.5,8.3,1.7,-0.9,-3.7,-2.5,24,68,0.9,snowy,crowdy
1/9/2016,Hokkaido,0.5,2,6.7,0.5,11.6,2.2,-2.6,-4.7,-3.6,25,62,1,crowdy,snowy
1/10/2016,Hokkaido,2,3,5.9,0.5,11,2.4,-2,-7.5,-4.2,27,69,1.7,snowy,sunny
1/11/2016,Hokkaido,0,0,6.6,0,11.5,3.4,-4.1,-8.4,-6.7,26,48,6.8,sunny,sunny
1/12/2016,Hokkaido,1,2,7.3,0.5,11.5,2.2,-5.4,-8,-6.4,27,68,0,snowy,crowdy
1/13/2016,Hokkaido,0,0,3.5,0,5.4,1.6,-1.8,-7.4,-4.2,26,60,3.3,crowdy,crowdy
1/14/2016,Hokkaido,12,16,8.8,4.5,14.9,3.1,-0.4,-6.5,-3.7,39,72,5.9,sunny,snowy
1/15/2016,Hokkaido,0,1,3.9,0.5,5.5,1.9,-4.3,-8.8,-6.3,39,69,7.3,sunny,sunny
1/16/2016,Hokkaido,6,6,4.9,3,9.6,1.9,-1.5,-9.4,-5,40,68,5.1,sunny,snowy
1/17/2016,Hokkaido,0.5,0,5.3,0.5,7.9,1.7,-1.9,-9.2,-5.1,40,73,5,sunny,sunny
1/18/2016,Hokkaido,10,8,4.7,3,6.9,1.9,-2.8,-9.9,-5.9,44,74,0,crowdy,rainy
1/19/2016,Hokkaido,11.5,14,5.7,3,9.6,3.6,0.1,-3.6,-1.4,58,80,0,snowy,crowdy
1/20/2016,Hokkaido,0.5,0,10,0.5,17,5.7,1,-2.8,-0.5,55,60,3,crowdy,crowdy
1/21/2016,Hokkaido,8,4,9.4,6,15.2,3.7,0.2,-4.5,-2.1,54,65,1.4,snowy,crowdy
1/22/2016,Hokkaido,7.5,14,7.2,2.5,11.9,3.1,0.2,-5,-2.7,66,72,0.3,snowy,sunny
1/23/2016,Hokkaido,0,0,3.8,0,5.9,1.5,0.3,-7.5,-3.7,62,59,3.9,sunny,sunny
1/24/2016,Hokkaido,0,0,3.9,0,5.7,1.6,-3,-9,-5.7,57,68,5.9,sunny,sunny
1/25/2016,Hokkaido,2.5,6,3.5,1,5.1,1.8,-3.9,-10.7,-6.7,58,73,1.4,snowy,snowy
1/26/2016,Hokkaido,0,0,5.5,0,7.8,2.4,3.3,-4.5,0,56,66,3.2,crowdy,crowdy
1/27/2016,Hokkaido,3.5,9,8.8,2,16,2.9,0.3,-3.4,-1.7,55,71,3.3,crowdy,snowy
1/28/2016,Hokkaido,1,0,8.4,0.5,15.8,3.8,-1.8,-5.6,-3.9,54,62,0,snowy,crowdy
1/29/2016,Hokkaido,0,0,8.5,0,15.3,4.4,-3,-6.3,-5,51,48,5.3,sunny,crowdy
1/30/2016,Hokkaido,0.5,3,3.4,0.5,5.1,1.5,-4.1,-8.1,-5.8,51,66,3.2,sunny,crowdy
1/31/2016,Hokkaido,0,0,8,0,12.7,3.7,-3.4,-7.7,-5.6,49,55,4.7,sunny,crowdy
2/1/2016,Hokkaido,0,0,7.1,0,14.9,3.7,-2.9,-7.4,-5.5,48,45,8.4,sunny,crowdy
2/2/2016,Hokkaido,3,6,8.3,1.5,13,3.4,-1.2,-6.4,-4.5,52,58,5.7,sunny,snowy
2/3/2016,Hokkaido,3,5,6.4,1.5,10.6,2.6,-0.4,-7.6,-3.5,57,62,4.9,crowdy,crowdy
2/4/2016,Hokkaido,0,0,4.9,0,7.9,2.5,2.5,-4,-0.4,52,65,4.2,crowdy,crowdy
2/5/2016,Hokkaido,0.5,2,7.7,0.5,13.8,2.4,-0.3,-5.5,-2.4,50,66,2.3,snowy,crowdy
2/6/2016,Hokkaido,0,1,5.4,0,9.6,2,-1.9,-7.6,-4.9,49,61,2.6,crowdy,sunny
2/7/2016,Hokkaido,2.5,5,7.7,1,14.2,3.2,-1.7,-8.5,-4.7,52,60,5.5,sunny,snowy
2/8/2016,Hokkaido,0.5,0,7.2,0.5,12.7,3.2,-1.8,-6.3,-3.5,52,60,9.3,sunny,snowy
2/9/2016,Hokkaido,3.5,6,9.9,2,14.6,4.5,4.5,-2.3,1.8,51,69,3,crowdy,snowy
2/10/2016,Hokkaido,19,18,11.5,3.5,20.1,7.7,0.6,-3.8,-1.7,66,79,0.6,snowy,snowy
2/11/2016,Hokkaido,0,0,9.4,0.5,15.8,4.4,0.7,-5.3,-1.8,65,59,6.2,crowdy,sunny
2/12/2016,Hokkaido,0,0,7,0,10,3.7,4.4,-6.7,0.2,60,68,3.2,crowdy,crowdy
2/13/2016,Hokkaido,0,0,6.9,0,11.4,3.6,8.3,2.9,4.8,54,83,1,crowdy,crowdy
2/14/2016,Hokkaido,6.5,1,13.4,2,21.2,5.1,8.2,-1.7,3.4,44,87,0.2,rainy,snowy
2/15/2016,Hokkaido,2.5,3,10.1,1,14.5,3.9,-0.9,-8.6,-5.7,42,57,2.1,snowy,sunny
2/16/2016,Hokkaido,0,1,4,0,7.2,1.7,-3.6,-8.4,-5.4,41,66,2.2,snowy,snowy
2/17/2016,Hokkaido,3,3,7.8,0.5,14.2,3,-3.3,-5.4,-4.4,43,67,0.7,snowy,snowy
2/18/2016,Hokkaido,0,1,5.4,0,10,2.1,1.5,-4.9,-0.6,42,76,1.5,crowdy,crowdy
2/19/2016,Hokkaido,3,0,6.9,2,10.6,2.7,6,-1.4,2.5,41,72,3.9,crowdy,crowdy
2/20/2016,Hokkaido,5,6,6.5,2.5,12.1,2.4,4.4,-1.3,1.5,42,57,4.8,crowdy,snowy
2/21/2016,Hokkaido,13.5,15,9.1,2.5,14.5,4.2,1.9,-2.5,-0.5,54,80,0.1,snowy,snowy
2/22/2016,Hokkaido,1.5,1,9,1,16.1,3.6,-0.6,-4.8,-2.9,55,59,3.3,sunny,sunny
2/23/2016,Hokkaido,7.5,10,8.2,2.5,13,4.2,0.7,-4.8,-1.9,60,78,1.2,snowy,snowy
2/24/2016,Hokkaido,11,9,9.8,3,14,4.3,-4.4,-8.5,-6.8,68,74,1.2,snowy,snowy
2/25/2016,Hokkaido,0.5,0,6.7,0.5,11.3,2.8,-2.3,-10.9,-6.4,65,60,4,sunny,sunny
2/26/2016,Hokkaido,0,0,6.6,0,10.9,2.3,-3.1,-8.5,-5.6,60,66,0.9,snowy,sunny
2/27/2016,Hokkaido,0,0,8.1,0,13.4,2.5,-1.4,-8.8,-4.7,58,60,5.3,sunny,sunny
2/28/2016,Hokkaido,0,0,4.9,0,8,2.7,-0.9,-7,-3.4,56,49,9.6,sunny,sunny
2/29/2016,Hokkaido,23.5,20,13.1,6,19.9,6.4,6.9,-4.5,0.7,74,69,1.4,snowy,snowy
3/1/2016,Hokkaido,15.5,20,21.2,3.5,33.8,7.3,2,-4.5,-2,81,75,0.7,snowy,snowy
3/2/2016,Hokkaido,1.5,2,6.9,2.5,12.8,2.5,0.4,-6.9,-3.3,83,63,4.2,crowdy,crowdy
3/3/2016,Hokkaido,5,8,6.4,2.5,8.2,2.2,-0.1,-5.9,-3.4,79,76,0.1,crowdy,snowy
3/4/2016,Hokkaido,2.5,5,8.3,0.5,12.4,2.7,1.1,-6.4,-2.5,83,67,3.9,snowy,sunny
3/5/2016,Hokkaido,0,0,7.2,0,12.4,2.1,3,-6.6,-0.9,70,54,10.3,sunny,crowdy
3/6/2016,Hokkaido,3,0,15.6,1.5,23.2,8.7,6.9,0.1,3.8,67,79,0.8,rainy,rainy
3/7/2016,Hokkaido,0,0,6.4,1,11.3,2.6,7.6,1.4,4.7,57,66,5.6,sunny,crowdy
3/8/2016,Hokkaido,0,0,9.6,0,16.3,4.7,7.2,-0.2,3.1,51,59,3.9,crowdy,sunny
3/9/2016,Hokkaido,0,0,9.3,0,14.4,4.2,2.3,-3,-0.6,47,49,6.4,sunny,sunny
3/10/2016,Hokkaido,2.5,5,3.5,1,6.1,1.4,1.2,-4.9,-2,51,67,4.2,sunny,sunny
3/11/2016,Hokkaido,0,0,7.3,0,13.6,2.6,1,-4.9,-2.4,49,63,6.2,sunny,sunny
3/12/2016,Hokkaido,0,0,5.8,0,10.7,2.4,1,-5.5,-2,47,59,5.2,sunny,sunny
3/13/2016,Hokkaido,0,0,8,0,11.7,3.6,3.1,-6.6,-0.7,47,64,5.9,sunny,sunny
3/14/2016,Hokkaido,1,0,6.5,1,9.6,2.4,7.5,-2.3,2.1,45,69,6.4,sunny,crowdy
3/15/2016,Hokkaido,0.5,0,10.4,0.5,18,5.3,3.3,-1.5,1,42,49,7.2,sunny,sunny
3/16/2016,Hokkaido,0,0,9.2,0,18.4,3.8,11,-3.1,5.4,41,49,7.9,sunny,sunny
